stk,yr,cyc,rec2,rec3,rec4,rec5,rec,eff,juv
Pitt,1993,1,0,0.000011,0.016103,0.086635,0.102749,0.011363986,NA
Pitt,1994,2,0,0.000081,0.004617,0.030016,0.034714,0.004363,NA
Pitt,1995,3,0,0,0.008821,0.04415,0.052971,0.002352,NA
Pitt,1996,4,0,0.000018,0.021331,0.129612,0.150961,0.019451,NA
Pitt,1997,1,0,0.000011,0.012324,0.083927,0.096262,0.014996,NA
Pitt,1998,2,0,0.000019,0.033437,0.098506,0.131962,0.047612,NA
Pitt,1999,3,0,0,0.024538,0.118076,0.142614,0.019391,NA
Pitt,2000,4,0,0.000015,0.041913,0.06936,0.111288,0.018584,NA
Pitt,2001,1,0,0,0.007379,0.047231,0.05461,0.072405,NA
Pitt,2002,2,0,0.000015,0.02498,0.044165,0.06916,3.94158E-08,NA
Pitt,2003,3,0,0,0.000373,0.013413,0.013786,0.039925518,NA
Pitt,2004,4,0,0.000009,0.009201,0.030874,0.040084,0.033797,NA
Pitt,2005,1,0,0,0.001735,0.006609,0.008344,0.033242729,NA
Pitt,2006,2,NA,NA,NA,NA,NA,0.021346,NA
Pitt,2007,3,NA,NA,NA,NA,NA,0.019926,NA
Pitt,2008,4,NA,NA,NA,NA,NA,0.00618536,NA
Pitt,2009,1,NA,NA,NA,NA,NA,0.018797,NA
Pitt,2010,2,NA,NA,NA,NA,NA,0.007038,NA
Pitt,2011,3,NA,NA,NA,NA,NA,0.030432,NA
Pitt,2012,4,NA,NA,NA,NA,NA,0.041017,NA
Harrison,1948,4,0,0,0.043283,0,0.043283,0.014577,NA
Harrison,1949,1,0,0.011423,0.02565,0,0.037073,0.004372,NA
Harrison,1950,2,0,0.048269,0.02983,0,0.078099,0.018216,NA
Harrison,1951,3,0.000903,0.103041,0.018078,0,0.121119,0.013181,NA
Harrison,1952,4,0,0.018421,0.004633,0,0.023054,0.017215,NA
Harrison,1953,1,0,0.002232,0.007552,0,0.009784,0.007641,NA
Harrison,1954,2,0,0.006146,0.008651,0,0.014797,0.016869,NA
Harrison,1955,3,0.000087,0.060115,0.080836,0,0.140951,0.003405,NA
Harrison,1956,4,0,0.087258,0.0096,0,0.096858,0.001266,NA
Harrison,1957,1,0.000043,0.025371,0.034739,0,0.06011,0.00182,NA
Harrison,1958,2,0.000107,0.055305,0.00448,0,0.059785,0.006404,NA
Harrison,1959,3,0.000014,0.010452,0.031079,0,0.041531,0.017657,NA
Harrison,1960,4,0,0.026094,0.003357,0,0.029451,0.007076,NA
Harrison,1961,1,0.000041,0.001634,0.01155,0,0.013184,0.021725,NA
Harrison,1962,2,0,0.031134,0.019678,0,0.050812,0.004155,NA
Harrison,1963,3,0,0.050277,0.037548,0,0.087825,0.009803,NA
Harrison,1964,4,0.000047,0.043883,0.007247,0,0.05113,0.001101,NA
Harrison,1965,1,0.000065,0.008237,0.012043,0,0.02028,0.007779,NA
Harrison,1966,2,0.000019,0.042848,0.012577,0,0.055425,0.009295,NA
Harrison,1967,3,0.000145,0.021814,0.028976,0,0.05079,0.012672,NA
Harrison,1968,4,0.000126,0.013492,0.004193,0,0.017685,0.002854,NA
Harrison,1969,1,0,0.00215,0.005152,0,0.007302,0.007559,NA
Harrison,1970,2,0.000098,0.01881,0.020855,0,0.039665,0.006471,NA
Harrison,1971,3,0,0.061283,0.023176,0,0.084459,0.00197,NA
Harrison,1972,4,0,0.001153,0.00081,0,0.001963,0.000794,NA
Harrison,1973,1,0,0.032256,0.005425,0,0.037681,0.001571,NA
Harrison,1974,2,0,0.006133,0.034205,0,0.040338,0.008709,NA
Harrison,1975,3,0,0.022979,0.105641,0,0.12862,0.003381,NA
Harrison,1976,4,0,0.04341,0.001184,0,0.044594,0.002933,NA
Harrison,1977,1,0,0.016076,0.007982,0,0.024058,0.001374,NA
Harrison,1978,2,0,0.007016,0.034177,0,0.041193,0.010488,NA
Harrison,1979,3,0,0.00047,0.010425,0,0.010895,0.020234,NA
Harrison,1980,4,0,0.013416,0.000977,0,0.014393,0.002262,NA
Harrison,1981,1,0,0.012466,0.005403,0,0.017869,0.001788,NA
Harrison,1982,2,0,0.004275,0.024681,0,0.028956,0.004686,NA
Harrison,1983,3,0,0.007855,0.009995,0,0.01785,0.002132,NA
Harrison,1984,4,0.000069,0.003558,0.001569,0,0.005127,0.000689,NA
Harrison,1985,1,0.000069,0.003694,0.010713,0,0.014407,0.001825,NA
Harrison,1986,2,0,0.00568,0.003927,0,0.009607,0.004145,NA
Harrison,1987,3,0,0.0033,0.041748,0,0.045048,0.002686,NA
Harrison,1988,4,0.000185,0.002005,0.001786,0,0.003791,0.000947,NA
Harrison,1989,1,0,0.000489,0.012934,0,0.013423,0.001997,NA
Harrison,1990,2,0,0.061732,0.064156,0,0.125888,0.001888,NA
Harrison,1991,3,0,0.004426,0.033685,0,0.038111,0.007958,NA
Harrison,1992,4,0,0.000517,0.003219,0,0.003736,0.000172,NA
Harrison,1993,1,0,0.014645,0.004451,0,0.019096,0.002271,NA
Harrison,1994,2,0,0.000286,0.020396,0,0.020682,0.006087,NA
Harrison,1995,3,0,0.001537,0.048276,0,0.049813,0.006758,NA
Harrison,1996,4,0,0.003058,0.004502,0,0.00756,0.008255,NA
Harrison,1997,1,0,0.010357,0.071883,0,0.08224,0.001084,NA
Harrison,1998,2,0,0.01816,0.04605,0,0.06421,0.003012,NA
Harrison,1999,3,0,0.016673,0.074656,0,0.091329,0.005592,NA
Harrison,2000,4,0,0.00795,0.003873,0,0.011823,0.001745,NA
Harrison,2001,1,0,0.05396,0.333007,0,0.386967,0.008335,NA
Harrison,2002,2,0,0.088078,0.188564,0,0.276642,0.024384,NA
Harrison,2003,3,0,0.020138,0.083148,0,0.103286,0.006043,NA
Harrison,2004,4,0,0.107366,0.03485,0,0.142216,0.000986,NA
Harrison,2005,1,0,0.00577,0.011136799,0,0.016906799,0.211547,NA
Harrison,2006,2,0,0.428766775,1.039178619,0,1.467945394,0.090944,NA
Harrison,2007,3,NA,NA,NA,NA,NA,0.057444,NA
Harrison,2008,4,NA,NA,NA,NA,NA,0.004409,NA
Harrison,2009,1,NA,NA,NA,NA,NA,0.100603,NA
Harrison,2010,2,NA,NA,NA,NA,NA,0.399661,NA
Harrison,2011,3,NA,NA,NA,NA,NA,0.38708,NA
Harrison,2012,4,NA,NA,NA,NA,NA,0.032895,NA
