stk,yr,cyc,rec2,rec3,rec4,rec5,rec,eff,juv
Cultus,1965,1,0,0.00138,0.019606,0,0.020986,NA,0.131106
Cultus,1966,2,0,0.004551,0.040079,0.000435,0.045065,NA,2.101506
Cultus,1967,3,0,0.007716,0.096671,0.006114,0.110501,NA,2.441694
Cultus,1968,4,0,0.000036,0.042418,0,0.042454,NA,1.005291
Cultus,1969,1,0,0.001446,0.005031,0,0.006477,NA,0.186787
Cultus,1970,2,0,0.00091,0.044797,0.00015,0.045857,NA,0.799934
Cultus,1971,3,0,0.002673,0.047715,0.000313,0.050701,NA,1.086016
Cultus,1972,4,0,0.000337,0.03002,0.000003,0.03036,NA,0.167111
Cultus,1973,1,0,0.000044,0.00048,0.000189,0.000713,NA,NA
Cultus,1974,2,0,0.000636,0.027251,0.002406,0.030293,NA,0.9863
Cultus,1975,3,0,0.006742,0.12224,0.000267,0.129249,NA,1.219211
Cultus,1976,4,0,0.000014,0.006109,0,0.006123,NA,0.167982
Cultus,1977,1,0,0.000114,0.001457,0,0.001571,NA,NA
Cultus,1978,2,0,0.004837,0.069111,0,0.073948,NA,NA
Cultus,1979,3,0,0.001662,0.106617,0.001627,0.109906,NA,NA
Cultus,1980,4,0,0.000186,0.004639,0,0.004825,NA,NA
Cultus,1981,1,0,0.000579,0.000965,0,0.001544,NA,NA
Cultus,1982,2,0,0.000883,0.012419,0.005529,0.018831,NA,NA
Cultus,1983,3,0,0.000423,0.095192,0.000711,0.096326,NA,NA
Cultus,1984,4,0,0.000215,0.009074,0.000032,0.009321,NA,NA
Cultus,1985,1,0,0.000329,0.00198,0.000122,0.002431,NA,NA
Cultus,1986,2,0,0.00021,0.010278,0,0.010488,NA,NA
Cultus,1987,3,0,0.000019,0.064919,0.000917,0.065855,NA,NA
Cultus,1988,4,0,0.000099,0.006584,0.001142,0.007825,NA,0.065184
Cultus,1989,1,0,0.000004,0.009729,0.001012,0.010745,NA,0.052865
Cultus,1990,2,0,0.000236,0.022231,0.002336,0.024803,NA,0.178357
Cultus,1991,3,0,0.000023,0.016737,0.000618,0.017378,NA,NA
Cultus,1992,4,0,0.000071,0.001813,0,0.001884,NA,NA
Cultus,1993,1,0,0.000011,0.000934,0,0.000945,NA,NA
Cultus,1994,2,0,0.000007,0.002299,0.000142,0.002448,NA,NA
Cultus,1995,3,0,0.00024,0.014024,0.000512,0.014776,NA,NA
Cultus,1996,4,0,0.000012,0.001503,0,0.001515,NA,NA
Cultus,1997,1,0,0,0.000699,0.000018,0.000717,NA,NA
Cultus,1998,2,0,0.00016,0.005947,0.000078,0.006185,NA,NA
Cultus,1999,3,0,0.000009,0.002807,0.000036,0.002852,NA,0.062564
Cultus,2000,4,0,0.000001,0.000072,0.000008,0.000081,NA,0.009545
Cultus,2001,1,0,0,0.000212,0,0.000212,NA,0.013701
Cultus,2002,2,0,0.000182,0.005003,0.000107,0.005292,NA,0.117005
Cultus,2003,3,0,0.000012,0.000716,0,0.000728,NA,0.098609
Cultus,2004,4,0,0.000111,0.001172,0.000035,0.001318,NA,0.107874
Cultus,2005,1,NA,NA,NA,NA,NA,NA,0.097928
Cultus,2006,2,NA,NA,NA,NA,NA,NA,0.389158
Cultus,2007,3,NA,NA,NA,NA,NA,NA,0.340148
Cultus,2008,4,NA,NA,NA,NA,NA,NA,0.145282
Cultus,2009,1,NA,NA,NA,NA,NA,NA,0.174103
Cultus,2010,2,NA,NA,NA,NA,NA,NA,NA
Cultus,2011,3,NA,NA,NA,NA,NA,NA,NA
Cultus,2012,4,NA,NA,NA,NA,NA,NA,NA
Portage,1953,1,0,0,0.000394,0,0.000394,0.000024,NA
Portage,1954,2,0,0.001898,0.035946,0,0.037844,0.001729,NA
Portage,1955,3,0,0.000016,0.004376,0,0.004392,0.00002,NA
Portage,1956,4,NA,NA,NA,NA,NA,NA,NA
Portage,1957,1,0,0,0.000047,0,0.000047,0.00002,NA
Portage,1958,2,0,0.000895,0.024738,0.000012,0.025645,0.002749,NA
Portage,1959,3,0,0.000134,0.005431,0,0.005565,0.000286,NA
Portage,1960,4,0,0,0.000021,0,0.000021,NA,NA
Portage,1961,1,0,0.000002,0.002721,0,0.002723,0.000012,NA
Portage,1962,2,0,0.001878,0.070118,0.000184,0.07218,0.006326,NA
Portage,1963,3,0,0.002207,0.056214,0.000016,0.058437,0.001116,NA
Portage,1964,4,0,0.000042,0.000571,0,0.000613,0.000005,NA
Portage,1965,1,0,0.000155,0.003308,0,0.003463,0.000589,NA
Portage,1966,2,0,0.000332,0.030704,0.000303,0.031339,0.015201,NA
Portage,1967,3,0,0.000167,0.004005,0.000114,0.004286,0.001983,NA
Portage,1968,4,0,0,0.001046,0,0.001046,0.00005,NA
Portage,1969,1,0,0.003839,0.030743,0,0.034582,0.000491,NA
Portage,1970,2,0,0.001317,0.056751,0,0.058068,0.002139,NA
Portage,1971,3,0,0.00205,0.015812,0,0.017862,0.000155,NA
Portage,1972,4,0,0.002127,0.013156,0,0.015283,0.000098,NA
Portage,1973,1,0,0.010591,0.080696,0,0.091287,0.001688,NA
Portage,1974,2,0,0.001645,0.040703,0.000263,0.042611,0.004843,NA
Portage,1975,3,0,0.00081,0.014691,0.000235,0.015736,0.001631,NA
Portage,1976,4,0,0.000118,0.007097,0,0.007215,0.000753,NA
Portage,1977,1,0,0.000768,0.03806,0.001161,0.039989,0.003923,NA
Portage,1978,2,0,0.001315,0.099561,0.004769,0.105645,0.003963,NA
Portage,1979,3,0,0.000233,0.051559,0.000597,0.052389,0.002023,NA
Portage,1980,4,0,0.000675,0.011292,0.000184,0.012151,0.000996,NA
Portage,1981,1,0,0.000154,0.015829,0.000676,0.016659,0.002951,NA
Portage,1982,2,0,0.001276,0.198075,0.011246,0.210597,0.011734,NA
Portage,1983,3,0,0.000432,0.036858,0,0.03729,0.004909,NA
Portage,1984,4,0,0.000517,0.024388,0.025188,0.050093,0.000941,NA
Portage,1985,1,0,0.001174,0.023668,0.000329,0.025171,0.00096,NA
Portage,1986,2,0,0.000255,0.067751,0.003588,0.071594,0.006213,NA
Portage,1987,3,0,0.000292,0.060858,0.001015,0.062165,0.003766,NA
Portage,1988,4,0,0.000394,0.015654,0.00504,0.021088,0.000784,NA
Portage,1989,1,0,0.000178,0.185837,0.009777,0.195792,0.005067,NA
Portage,1990,2,0,0,0.050136,0.000834,0.05097,0.008415,NA
Portage,1991,3,0,0,0.015705,0.000124,0.015829,0.007292,NA
Portage,1992,4,0,0.001049,0.013925,0.002162,0.017136,0.001378,NA
Portage,1993,1,0,0.000007,0.169441,0.004361,0.173809,0.009829,NA
Portage,1994,2,0,0.000023,0.124712,0.002935,0.12767,0.00389,NA
Portage,1995,3,0,0.000043,0.037059,0.000918,0.03802,0.004319,NA
Portage,1996,4,0,0.000234,0.08337,0.001817,0.085421,0.001759,NA
Portage,1997,1,0,0,0.040148,0.001033,0.041181,0.005056,NA
Portage,1998,2,0,0.000009,0.017568,0.00011,0.017687,0.011873,NA
Portage,1999,3,0,0.000012,0.008262,0.000689,0.008963,0.002079,NA
Portage,2000,4,0,0.000086,0.012743,0,0.012829,0.000671,NA
Portage,2001,1,0,0.000025,0.018585,0,0.01861,0.001851,NA
Portage,2002,2,0,0.000008,0.048183,0,0.048191,0.008001,NA
Portage,2003,3,0,0,0.004835,0,0.004835,0.003179,NA
Portage,2004,4,0,0,0.005627,5.13E-05,0.0056783,0.000778,NA
Portage,2005,1,0,0,0.002104868,0,0.002104868,0.008261,NA
Portage,2006,2,NA,NA,NA,NA,NA,0.010971,NA
Portage,2007,3,NA,NA,NA,NA,NA,0.000849,NA
Portage,2008,4,NA,NA,NA,NA,NA,0.000063,NA
Portage,2009,1,NA,NA,NA,NA,NA,0.000792,NA
Portage,2010,2,NA,NA,NA,NA,NA,0.026687,NA
Portage,2011,3,NA,NA,NA,NA,NA,0.00033,NA
Portage,2012,4,NA,NA,NA,NA,NA,0.000013,NA
Weaver,1966,2,0,0.00066,0.073515,0.001939,0.076114,0.00986,14.493
Weaver,1967,3,0,0.001764,0.077288,0.008421,0.087473,0.010618,7.002
Weaver,1968,4,0,0.002976,0.141825,0.010577,0.155378,0.002202,3.584
Weaver,1969,1,0,0.003031,0.371636,0.038246,0.412913,0.030604,37.132
Weaver,1970,2,0,0.007393,0.371993,0.004653,0.384039,0.005003,9.843
Weaver,1971,3,0,0.010694,0.139598,0.002345,0.152637,0.002656,5.233
Weaver,1972,4,0,0.007439,0.331589,0.011114,0.350142,0.015026,19.4
Weaver,1973,1,0,0.004227,0.257812,0.011669,0.273708,0.024885,38.817
Weaver,1974,2,0,0.005905,0.252878,0.026097,0.28488,0.028099,43.627
Weaver,1975,3,0,0.002922,0.165459,0.001479,0.16986,0.016033,25.961
Weaver,1976,4,0,0.009408,0.271322,0.023704,0.304434,0.028243,57.578
Weaver,1977,1,0,0.002995,0.217049,0.015719,0.235763,0.02851,19.859
Weaver,1978,2,0,0.010226,1.184905,0.170418,1.365549,0.042315,43.047
Weaver,1979,3,0,0.001244,0.128249,0.011535,0.141028,0.025702,27.036
Weaver,1980,4,0,0.003167,0.331805,0.029742,0.364714,0.043286,53.003
Weaver,1981,1,0,0.002908,0.206879,0.060505,0.270292,0.022627,27.213
Weaver,1982,2,0,0.009112,1.275213,0.22167,1.505995,0.11503,58.644
Weaver,1983,3,0,0.002374,0.219473,0.018144,0.239991,0.02738,31.375
Weaver,1984,4,0,0.007491,0.575398,0.051913,0.634802,0.030434,45.937
Weaver,1985,1,0,0.001101,0.048781,0.019418,0.0693,0.022773,20.269
Weaver,1986,2,0,0.000045,0.039242,0.003417,0.042704,0.041837,21.771
Weaver,1987,3,0,0.000798,0.192151,0.027769,0.220718,0.030105,29.529
Weaver,1988,4,0,0.003179,0.334751,0.175848,0.513778,0.027428,22.201
Weaver,1989,1,0,0.002243,0.684087,0.070074,0.756404,0.010365,22.4938
Weaver,1990,2,0,0.005895,0.60089,0.027875,0.63466,0.008525,18.9087
Weaver,1991,3,0,0.00007,0.048888,0.016397,0.065355,0.018487,43.7869
Weaver,1992,4,0,0.000684,0.6241,0.128433,0.753217,0.02848,49.3286
Weaver,1993,1,0,0.000449,0.38102,0.119185,0.500654,0.034018,43.6657
Weaver,1994,2,0,0.000057,0.646785,0.06909,0.715932,0.030208,45.8319
Weaver,1995,3,0,0.000114,0.170376,0.095953,0.266443,0.010904,22.7428
Weaver,1996,4,0,0.000227,0.350965,0.032221,0.383413,0.026848,47.9098
Weaver,1997,1,0,0.00001,0.192696,0.023291,0.215997,0.010724,14.003
Weaver,1998,2,0,0.000176,0.500753,0.065956,0.566885,0.029811,51.4682
Weaver,1999,3,0,0.000018,0.182595,0.064316,0.246929,0.013106,31.5485
Weaver,2000,4,0,0.000389,0.104221,0.009522,0.114132,0.002732,6.7364
Weaver,2001,1,0,0.00005,0.145865,0.050168,0.196083,0.008035,21.2809
Weaver,2002,2,0,0.000321,0.227687,0.014822,0.24283,0.036269,50.7548
Weaver,2003,3,0,0.000023,0.127468,0.061308,0.188799,0.024683,46.7992
Weaver,2004,4,0,0.000092,0.055327,0.037299,0.092718,0.013968,28.4705
Weaver,2005,1,0,0.000057,0.040609,0.00417,0.044836,0.023597,35.5649
Weaver,2006,2,NA,NA,NA,NA,NA,0.013618,46.3888
Weaver,2007,3,NA,NA,NA,NA,NA,0.015825,29.4805
Weaver,2008,4,NA,NA,NA,NA,NA,0.000617,1.4091
Weaver,2009,1,NA,NA,NA,NA,NA,0.012871,34.7312
Weaver,2010,2,NA,NA,NA,NA,NA,0.025328,44.484
Weaver,2011,3,NA,NA,NA,NA,NA,0.024535,NA
Weaver,2012,4,NA,NA,NA,NA,NA,0.000397,
Fennell,1967,3,0,0,0.015201,0,0.015201,0.000294,NA
Fennell,1968,4,0,0.000014,0.014846,0.000169,0.015029,0.000577,NA
Fennell,1969,1,0,0,0.000881,0,0.000881,0.000022,NA
Fennell,1970,2,0,0,0.00074,0,0.00074,0.000005,NA
Fennell,1971,3,0,0.000263,0.015407,0.000819,0.016489,0.000306,NA
Fennell,1972,4,0,0.000156,0.028193,0.000205,0.028554,0.00103,NA
Fennell,1973,1,0,0,0.001106,0,0.001106,0.000083,NA
Fennell,1974,2,0,0,0.000536,0,0.000536,0.00007,NA
Fennell,1975,3,0,0.000569,0.058841,0.002143,0.061553,0.002181,NA
Fennell,1976,4,0,0.000064,0.020252,0.001106,0.021422,0.002373,NA
Fennell,1977,1,0,0,0.007426,0.001704,0.00913,0.000174,NA
Fennell,1978,2,0,0.00016,0.00223,0,0.00239,0.000046,NA
Fennell,1979,3,0,0.000008,0.009084,0.005145,0.014237,0.008046,NA
Fennell,1980,4,0,0.00006,0.034268,0.001702,0.03603,0.004413,NA
Fennell,1981,1,0,0,0.002742,0.001205,0.003947,0.001067,NA
Fennell,1982,2,0,0.000061,0.009104,0.001724,0.010889,0.000656,NA
Fennell,1983,3,0,0.000124,0.035855,0.002395,0.038374,0.002596,NA
Fennell,1984,4,0,0.000361,0.042781,0.004283,0.047425,0.006291,NA
Fennell,1985,1,0,0.000005,0.023647,0.008179,0.031831,0.000696,NA
Fennell,1986,2,0,0.000115,0.033093,0.001113,0.034321,0.003323,NA
Fennell,1987,3,0,0.000036,0.065946,0.010502,0.076484,0.009212,NA
Fennell,1988,4,0,0,0.043984,0.004663,0.048647,0.013098,NA
Fennell,1989,1,0,0.000104,0.013765,0.005689,0.019558,0.002813,NA
Fennell,1990,2,0,0,0.014471,0.007886,0.022357,0.006702,NA
Fennell,1991,3,0,0,0.010613,0.000771,0.011384,0.011894,NA
Fennell,1992,4,0,0.000009,0.042702,0.007561,0.050272,0.00596,NA
Fennell,1993,1,0,0.000052,0.028621,0.013201,0.041874,0.004928,NA
Fennell,1994,2,0,0,0.004865,0.008122,0.012987,0.003508,NA
Fennell,1995,3,0,0,0.031391,0.005357,0.036748,0.005986,NA
Fennell,1996,4,0,0,0.009409,0.003534,0.012943,0.015198,NA
Fennell,1997,1,0,0.000017,0.00367,0.002475,0.006162,0.004326,NA
Fennell,1998,2,0,0.000025,0.009255,0.00386,0.01314,0.004966,NA
Fennell,1999,3,0,0,0.030308,0.012588,0.042896,0.003333,NA
Fennell,2000,4,0,0.000239,0.056019,0.003934,0.060192,0.004625,NA
Fennell,2001,1,0,0,0.009545,0.002316,0.011861,0.003302,NA
Fennell,2002,2,0,0.000046,0.066869,0.009039,0.075954,0.004847,NA
Fennell,2003,3,0,0,0.010416,0.002932,0.013348,0.005226,NA
Fennell,2004,4,0,0.000006,0.006985,0.000755347,0.007746347,0.001568,NA
Fennell,2005,1,0,0,0.00101884,0.000898658,0.001917498,0.002762,NA
Fennell,2006,2,NA,NA,NA,NA,NA,0.008038,NA
Fennell,2007,3,NA,NA,NA,NA,NA,0.006782,NA
Fennell,2008,4,NA,NA,NA,NA,NA,0.00021,NA
Fennell,2009,1,NA,NA,NA,NA,NA,0.000715,NA
Fennell,2010,2,NA,NA,NA,NA,NA,0.005493,NA
Fennell,2011,3,NA,NA,NA,NA,NA,0.004451,NA
Fennell,2012,4,NA,NA,NA,NA,NA,0.000744,NA
Scotch,1980,4,0,0,0.001532,0,0.001532,0.000062,NA
Scotch,1981,1,0,0.000071,0.025296,0,0.025367,0.006887,NA
Scotch,1982,2,0,0.000192,0.1039,0.005475,0.109567,0.002544,NA
Scotch,1983,3,0,0,0.002382,0.00025,0.002632,0.000133,NA
Scotch,1984,4,0,0.000012,0.002613,0,0.002625,0.000265,NA
Scotch,1985,1,0,0.001471,0.042541,0,0.044012,0.001436,NA
Scotch,1986,2,0,0,0.250911,0.006148,0.257059,0.011299,NA
Scotch,1987,3,0,0.000049,0.020633,0.009762,0.030444,0.001148,NA
Scotch,1988,4,0,0,0.00332,0,0.00332,0.000723,NA
Scotch,1989,1,0,0.000578,0.01615,0,0.016728,0.003928,NA
Scotch,1990,2,0,0.000265,0.311154,0.004738,0.316157,0.034411,NA
Scotch,1991,3,0,0.00001,0.022037,0.003644,0.025691,0.004539,NA
Scotch,1992,4,0,0.000001,0.002104,0.000349,0.002454,0.001385,NA
Scotch,1993,1,0,0.000059,0.011827,0,0.011886,0.003259,NA
Scotch,1994,2,0,0.000196,0.181988,0.002267,0.184451,0.026711,NA
Scotch,1995,3,0,0.000011,0.01224,0.001925,0.014176,0.00781,NA
Scotch,1996,4,0,0,0.003404,0.000744,0.004148,0.002205,NA
Scotch,1997,1,0,0.000004,0.002249,0,0.002253,0.001415,NA
Scotch,1998,2,0,0.000148,0.191273,0.002269,0.19369,0.017001,NA
Scotch,1999,3,0,0,0.015722,0.010701,0.026423,0.002034,NA
Scotch,2000,4,0,0.000002,0.040512,0.000698,0.041212,0.001732,NA
Scotch,2001,1,0,0,0.017024,0,0.017024,0.001336,NA
Scotch,2002,2,0,0.001008,0.675243,0.01581,0.692061,0.050375,NA
Scotch,2003,3,0,0,0.001305,0.000376,0.001681,0.002477,NA
Scotch,2004,4,0,0.000002,0.003764,0.000146925,0.003912925,0.000432,NA
Scotch,2005,1,0,0,0.005730088,0,0.005730088,0.002686,NA
Scotch,2006,2,NA,NA,NA,NA,NA,0.072735,NA
Scotch,2007,3,NA,NA,NA,NA,NA,0.004758,NA
Scotch,2008,4,NA,NA,NA,NA,NA,0.000139,NA
Scotch,2009,1,NA,NA,NA,NA,NA,0.002665,NA
Scotch,2010,2,NA,NA,NA,NA,NA,0.273905,NA
Scotch,2011,3,NA,NA,NA,NA,NA,0.012451,NA
Scotch,2012,4,NA,NA,NA,NA,NA,0.000678,NA
Gates,1968,4,0,0.003891,0.078371,0.000403,0.082665,0.003834,7.645
Gates,1969,1,0,0.001042,0.003556,0.000168,0.004766,0.00036,0.374
Gates,1970,2,0,0.000258,0.000154,0,0.000412,0.000014,0.025
Gates,1971,3,0,0.004926,0.007721,0,0.012647,0.000115,0.239
Gates,1972,4,0,0.00418,0.128111,0.000322,0.132613,0.003128,6.831
Gates,1973,1,0,0.001344,0.009447,0.003794,0.014585,0.000351,0.932
Gates,1974,2,0,0.001559,0.001413,0,0.002972,0.000037,0.084
Gates,1975,3,0,0.003841,0.015888,0,0.019729,0.001246,2.261
Gates,1976,4,0,0.003009,0.067835,0.00235,0.073194,0.00882,18.529
Gates,1977,1,0,0.00069,0.017045,0.002975,0.02071,0.001174,2.14
Gates,1978,2,0,0.000589,0.00086,0.000198,0.001647,0.000129,0.225
Gates,1979,3,0,0.001866,0.015902,0,0.017768,0.001649,3
Gates,1980,4,0,0.001496,0.076467,0.001381,0.079344,0.011032,12.171
Gates,1981,1,0,0.000412,0.014267,0.003085,0.017764,0.001907,4.112
Gates,1982,2,0,0.003361,0.005472,0.000868,0.009701,0.000439,1.171
Gates,1983,3,0,0.001542,0.026208,0.000348,0.028098,0.003055,5.712
Gates,1984,4,0,0.00173,0.115017,0.021116,0.137863,0.009148,15.057
Gates,1985,1,0,0.00634,0.114856,0.010766,0.131962,0.002032,3.711625
Gates,1986,2,0,0.006349,0.02039,0.00061,0.027349,0.00188,3.374763
Gates,1987,3,0,0.001683,0.022546,0.003604,0.027833,0.004105,6.0426
Gates,1988,4,0,0.009599,0.305722,0.004031,0.319352,0.017841,15.863186
Gates,1989,1,0,0.005779,0.038792,0.008523,0.053094,0.009795,11.72074
Gates,1990,2,0,0.000826,0.013177,0.001607,0.01561,0.003304,3.647670415
Gates,1991,3,0,0.001242,0.018884,0.001559,0.021685,0.004618,6.852317841
Gates,1992,4,0,0.011639,0.175651,0.008143,0.195433,0.009224,20.05282886
Gates,1993,1,0,0.000557,0.05441,0.012557,0.067524,0.00878,12.64026361
Gates,1994,2,0,0.000815,0.021039,0.01251,0.034364,0.001706,2.67272
Gates,1995,3,0,0.00197,0.020949,0.00054,0.023459,0.004533,NA
Gates,1996,4,0,0.000413,0.189011,0.008576,0.198,0.014139,4.708470041
Gates,1997,1,0,0.000742,0.011493,0.001174,0.013409,0.001877,0.032725959
Gates,1998,2,0,0.000408,0.003841,0.000563,0.004812,0.002442,6.092023967
Gates,1999,3,0,0.002508,0.037729,0.002405,0.042642,0.001765,1.479216565
Gates,2000,4,0,0.000624,0.087114,0.004264,0.092002,0.016571,15.14276268
Gates,2001,1,0,0.000315,0.04319,0.006741,0.050246,0.004007,6.458394577
Gates,2002,2,0,0.001262,0.011045,0.000694,0.013001,0.001144,2.813161313
Gates,2003,3,0,0.000213,0.003861,0.000687,0.004761,0.005036,6.058469901
Gates,2004,4,0,0.000343,0.040513,0.008408161,0.049264161,0.005483,7.769843674
Gates,2005,1,0,0.00018,0.013949904,0.000858834,0.014988738,0.008851,6.352360796
Gates,2006,2,NA,NA,NA,NA,NA,0.001456,1.8
Gates,2007,3,NA,NA,NA,NA,NA,0.001079,1.5
Gates,2008,4,NA,NA,NA,NA,NA,0.001752,1.957959342
Gates,2009,1,NA,NA,NA,NA,NA,0.005274,4.803287532
Gates,2010,2,NA,NA,NA,NA,NA,0.005903,4.908077293
Gates,2011,3,NA,NA,NA,NA,NA,0.026445,NA
Gates,2013,4,NA,NA,NA,NA,NA,0.006899,NA
Nadina,1973,1,0,0.000146,0.067467,0.005741,0.073354,0.010726,12.123
Nadina,1974,2,0,0.000195,0.020017,0,0.020212,0.002072,2.054
Nadina,1975,3,0,0.00034,0.152807,0.005729,0.158876,0.008655,13.856
Nadina,1976,4,0,0.000027,0.007247,0,0.007274,0.000898,1.962
Nadina,1977,1,0,0.000172,0.125303,0.006574,0.132049,0.010085,14.502
Nadina,1978,2,0,0.000083,0.028397,0.002767,0.031247,0.001527,2.923
Nadina,1979,3,0,0.000005,0.083912,0.017456,0.101373,0.021272,22.065
Nadina,1980,4,0,0.000004,0.016037,0.005331,0.021372,0.001603,1.991
Nadina,1981,1,0,0.000005,0.073214,0.00353,0.076749,0.011363,17.002
Nadina,1982,2,0,0,0.005364,0.001411,0.006775,0.001423,1.415
Nadina,1983,3,0,0.000032,0.13848,0.011219,0.149731,0.015945,19.328
Nadina,1984,4,0,0,0.020594,0.004323,0.024917,0.003847,4.412
Nadina,1985,1,0,0,0.041411,0.005442,0.046853,0.007731,6.700363389
Nadina,1986,2,0,0,0.01608,0.004758,0.020838,0.002051,3.930767535
Nadina,1987,3,0,0.000016,0.170901,0.020119,0.191036,0.015643,19.87102469
Nadina,1988,4,0,0,0.048538,0.009201,0.057739,0.004514,8.596633607
Nadina,1989,1,0,0,0.015466,0.003412,0.018878,0.002653,1.974444666
Nadina,1990,2,0,0,0.014995,0.000739,0.015734,0.003405,2.345642074
Nadina,1991,3,0,0.000112,0.047222,0.009005,0.056339,0.033387,18.31594618
Nadina,1992,4,0,0.000009,0.05495,0.049754,0.104713,0.002355,4.28048813
Nadina,1993,1,0,0,0.051434,0.005268,0.056702,0.004797,2.206122027
Nadina,1994,2,0,0,0.009887,0.008471,0.018358,0.001077,1.993406834
Nadina,1995,3,0,0.000025,0.065492,0,0.065517,0.008452,1.832089228
Nadina,1996,4,0,0.000004,0.451557,0.095036,0.546597,0.018036,20.2945942
Nadina,1997,1,0,0,0.002444,0.000742,0.003186,0.002624,1.536550712
Nadina,1998,2,0,0.000009,0.003913,0.000957,0.004879,0.001983,3.300569641
Nadina,1999,3,0,0,0.011388,0,0.011388,0.005026,4.131116377
Nadina,2000,4,0,0,0.233547,0.02599,0.259537,0.065446,51.61791494
Nadina,2001,1,0,0,0.04802,0.048105,0.096125,0.017875,17.78777998
Nadina,2002,2,0,0,0.005758,0.000422,0.00618,0.001031,1.873758989
Nadina,2003,3,0,0,0.00337,0.000335,0.003705,0.001677,2.242409276
Nadina,2004,4,0,0.000032,0.200535,0.019018904,0.219585904,0.013773,16.411476
Nadina,2005,1,0,0,0.011636904,0.004917484,0.016554388,0.012141,10.93378166
Nadina,2006,2,NA,NA,NA,NA,NA,0.004487,7.299827287
Nadina,2007,3,NA,NA,NA,NA,NA,0.001006,1.350721548
Nadina,2008,4,NA,NA,NA,NA,NA,0.010169,12.22307431
Nadina,2009,1,NA,NA,NA,NA,NA,0.003718,5.461032234
Nadina,2010,2,NA,NA,NA,NA,NA,0.011892,19.25968025
Nadina,2011,3,NA,NA,NA,NA,NA,0.001195,NA
Nadina,2012,4,NA,NA,NA,NA,NA,0.016766,NA
Pitt,1948,4,0,0,0.026803,0.095917,0.12272,0.02034,NA
Pitt,1949,1,0,0,0.006085,0.013251,0.019336,0.004449,NA
Pitt,1950,2,0,0.000062,0.091231,0.055044,0.146337,0.013313,NA
Pitt,1951,3,0,0,0.041761,0.078541,0.120302,0.017922,NA
Pitt,1952,4,0,0,0.039952,0.03189,0.071842,0.021904,NA
Pitt,1953,1,0,0,0.012688,0.012372,0.02506,0.009303,NA
Pitt,1954,2,0,0.000042,0.037926,0.013126,0.051094,0.008332,NA
Pitt,1955,3,0,0.000005,0.078394,0.085616,0.164015,0.011221,NA
Pitt,1956,4,0,0.000015,0.028169,0.038686,0.06687,0.011107,NA
Pitt,1957,1,0,0,0.003474,0.024544,0.028018,0.00513,NA
Pitt,1958,2,0,0.000012,0.012978,0.003157,0.016147,0.006658,NA
Pitt,1959,3,0,0.00001,0.0218,0.039932,0.061742,0.006096,NA
Pitt,1960,4,0,0,0.005842,0.027406,0.033248,0.012493,NA
Pitt,1961,1,0,0.000074,0.026282,0.074479,0.100835,0.006525,NA
Pitt,1962,2,0,0.000046,0.024085,0.032679,0.05681,0.00846,NA
Pitt,1963,3,0,0.000068,0.088616,0.054052,0.142736,0.005749,NA
Pitt,1964,4,0,0.000068,0.048016,0.142584,0.190668,0.006312,NA
Pitt,1965,1,0,0,0.014943,0.024041,0.038984,0.003368,NA
Pitt,1966,2,0,0.000065,0.024568,0.051336,0.075969,0.010723,NA
Pitt,1967,3,0,0.000029,0.024122,0.042747,0.066898,0.005237,NA
Pitt,1968,4,0,0.000045,0.038212,0.067282,0.105539,0.008189,NA
Pitt,1969,1,0,0,0.009262,0.051821,0.061083,0.01171,NA
Pitt,1970,2,0,0.000081,0.021806,0.032749,0.054636,0.003098,NA
Pitt,1971,3,0,0.000462,0.091337,0.123848,0.215647,0.006663,NA
Pitt,1972,4,0,0.000031,0.0783,0.044584,0.122915,0.006569,NA
Pitt,1973,1,0,0.000011,0.011903,0.017262,0.029176,0.004744,NA
Pitt,1974,2,0,0.000178,0.053388,0.078361,0.131927,0.008854,NA
Pitt,1975,3,0,0.000081,0.06418,0.020578,0.084839,0.021369,NA
Pitt,1976,4,0,0.000041,0.013812,0.091485,0.105338,0.019468,NA
Pitt,1977,1,0,0.000057,0.015331,0.018676,0.034064,0.007791,NA
Pitt,1978,2,0,0,0.010736,0.024013,0.034749,0.014109,NA
Pitt,1979,3,0,0.000022,0.00377,0.034444,0.038236,0.020307,NA
Pitt,1980,4,0,0.000008,0.010736,0.006169,0.016913,0.009168649,NA
Pitt,1981,1,0,0,0.002416,0.031641,0.034057,0.013224498,NA
Pitt,1982,2,0,0.000037,0.004318,0.01391,0.018265,0.00508601,NA
Pitt,1983,3,0,0.000022,0.01173,0.050301,0.062053,0.010074309,NA
Pitt,1984,4,0,0.000107,0.018612,0.056977,0.075696,0.008754894,NA
Pitt,1985,1,0,0.000026,0.00618,0.017002,0.023208,0.002106933,NA
Pitt,1986,2,0,0,0.006413,0.033585,0.039998,0.01228341,NA
Pitt,1987,3,0,0.000003,0.007374,0.014591,0.021968,0.005503061,NA
Pitt,1988,4,0,0,0.002587,0.05849,0.061077,0.017875884,NA
Pitt,1989,1,0,0.000007,0.004944,0.011658,0.016609,0.005583,NA
Pitt,1990,2,0,0.000018,0.001561,0.007538,0.009117,0.005701,NA
Pitt,1991,3,0,0.000001,0.00171,0.032177,0.033888,0.010867,NA
Pitt,1992,4,0,0,0.029707,0.070846,0.100553,0.00433503,NA
